id,rate
56017,127
56021,182
56029,186
56047,217
56003,225
56031,232
56071,324
56065,332
56009,342
56007,375
56025,456
56027,604
56041,645
56045,660
56073,714
56015,745
56057,753
56005,768
56067,1179
56077,1242
56035,1290
56011,2273
56061,2346
56063,4187
56033,4863
56053,5466
57073,15
57021,16
57071,16
57017,16
57093,24
57063,29
57085,30
57013,33
57105,34
57095,37
57023,38
57041,44
57009,48
57075,50
57091,51
57031,54
57065,55
57057,56
57015,57
57089,68
57007,75
57001,77
57103,78
57027,81
57049,81
57109,83
57097,84
57029,84
57087,97
57067,100
57037,117
57005,124
57077,140
57025,144
57079,144
57000,146
57069,175
57053,176
57059,180
57083,183
57003,186
57043,189
57045,195
57033,198
57061,206
57035,210
57051,211
57019,211
57101,221
57047,223
57081,271
57055,304
57107,315
57099,363
57011,686
57039,824
58999,0
58037,28
58091,38
58051,44
58078,49
58065,71
58023,76
58011,89
58041,108
58061,119
58077,123
58007,127
58099,130
58047,136
58121,150
58049,159
58123,161
58029,166
58103,166
58089,178
58053,185
58119,193
58113,196
58129,196
58013,203
58067,204
58015,205
58093,212
58137,228
58045,231
58003,237
58043,257
58107,257
58019,275
58125,289
58081,290
58115,291
58131,336
58021,337
58001,342
58109,350
58095,352
58083,356
58033,360
58005,367
58135,384
58075,404
58069,442
58071,444
58057,447
58085,500
58039,502
58017,511
58127,551
58027,570
58111,607
58055,653
58063,659
58031,663
58133,746
58117,753
58097,763
58139,934
58035,940
58073,979
58087,987
58141,1226
58059,1242
58101,1587
58105,2546
58025,2646
58009,2651
58079,10389
59039,0
59019,0
59035,0
59011,0
59045,0
59023,15
59027,18
59043,22
59031,24
59017,26
59005,29
59003,32
59033,49
59009,54
59029,60
59015,67
59041,75
59001,87
59007,155
59013,170
59037,187
59025,418
59021,436
